id,school,mascot,abbreviation,alternateNames,conference,division,classification,color,alternateColor,logos,twitter,location
2122,Central Oklahoma,Bronchos,UCO,"[""UCO"",""C Oklahoma""]",Mid America,null,ii,#000000,#null,"[""https://cdn.collegefootballdata.com/logos/500/2122.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2122.png"",""https://cdn.collegefootballdata.com/logos/256/2122.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2122.png"",""https://cdn.collegefootballdata.com/logos/128/2122.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2122.png"",""https://cdn.collegefootballdata.com/logos/96/2122.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2122.png"",""https://cdn.collegefootballdata.com/logos/64/2122.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2122.png"",""https://cdn.collegefootballdata.com/logos/48/2122.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2122.png"",""https://cdn.collegefootballdata.com/logos/32/2122.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2122.png"",""https://cdn.collegefootballdata.com/logos/16/2122.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2122.png""]",null,"{""capacity"":""10000"",""city"":""Edmond"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""5878"",""latitude"":""35.6571367"",""longitude"":""-97.4649038"",""name"":""Wantland Stadium"",""state"":""OK"",""timezone"":null,""zip"":""73083""}"
2119,Central State,Marauders,CNSU,"[""CNSU"",""Central St""]",SIAC,null,ii,#000000,#null,"[""https://cdn.collegefootballdata.com/logos/500/2119.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2119.png"",""https://cdn.collegefootballdata.com/logos/256/2119.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2119.png"",""https://cdn.collegefootballdata.com/logos/128/2119.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2119.png"",""https://cdn.collegefootballdata.com/logos/96/2119.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2119.png"",""https://cdn.collegefootballdata.com/logos/64/2119.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2119.png"",""https://cdn.collegefootballdata.com/logos/48/2119.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2119.png"",""https://cdn.collegefootballdata.com/logos/32/2119.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2119.png"",""https://cdn.collegefootballdata.com/logos/16/2119.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2119.png""]",null,"{""capacity"":""7000"",""city"":""Xenia"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""4749"",""latitude"":""39.6847822"",""longitude"":""-83.9296526"",""name"":""McPherson Memorial Stadium"",""state"":""OH"",""timezone"":null,""zip"":""45385""}"
2120,Central Washington,Wildcats,CWAU,"[""CWAU"",""C Washington""]",Lone Star,null,ii,#000000,#null,"[""https://cdn.collegefootballdata.com/logos/500/2120.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2120.png"",""https://cdn.collegefootballdata.com/logos/256/2120.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2120.png"",""https://cdn.collegefootballdata.com/logos/128/2120.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2120.png"",""https://cdn.collegefootballdata.com/logos/96/2120.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2120.png"",""https://cdn.collegefootballdata.com/logos/64/2120.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2120.png"",""https://cdn.collegefootballdata.com/logos/48/2120.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2120.png"",""https://cdn.collegefootballdata.com/logos/32/2120.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2120.png"",""https://cdn.collegefootballdata.com/logos/16/2120.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2120.png""]",null,"{""capacity"":""4000"",""city"":""Ellensburg"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""5879"",""latitude"":""46.9970635"",""longitude"":""-120.545122"",""name"":""Tomlinson Stadium"",""state"":""WA"",""timezone"":null,""zip"":""98926""}"
2121,Centre,Colonels,CCO,"[""CCO"",""Centre""]",Southern Athletic,null,iii,#000000,#null,"[""https://cdn.collegefootballdata.com/logos/500/2121.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2121.png"",""https://cdn.collegefootballdata.com/logos/256/2121.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2121.png"",""https://cdn.collegefootballdata.com/logos/128/2121.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2121.png"",""https://cdn.collegefootballdata.com/logos/96/2121.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2121.png"",""https://cdn.collegefootballdata.com/logos/64/2121.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2121.png"",""https://cdn.collegefootballdata.com/logos/48/2121.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2121.png"",""https://cdn.collegefootballdata.com/logos/32/2121.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2121.png"",""https://cdn.collegefootballdata.com/logos/16/2121.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2121.png""]",null,"{""capacity"":""3000"",""city"":""Danville"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""5818"",""latitude"":""37.6456488"",""longitude"":""-84.7721823"",""name"":""Farris Stadium"",""state"":""KY"",""timezone"":null,""zip"":null}"
2123,Chadron State,Eagles,CHAD,"[""CHAD"",""Chadron St""]",Rocky Mountain,null,ii,#000000,#null,"[""https://cdn.collegefootballdata.com/logos/500/2123.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2123.png"",""https://cdn.collegefootballdata.com/logos/256/2123.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2123.png"",""https://cdn.collegefootballdata.com/logos/128/2123.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2123.png"",""https://cdn.collegefootballdata.com/logos/96/2123.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2123.png"",""https://cdn.collegefootballdata.com/logos/64/2123.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2123.png"",""https://cdn.collegefootballdata.com/logos/48/2123.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2123.png"",""https://cdn.collegefootballdata.com/logos/32/2123.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2123.png"",""https://cdn.collegefootballdata.com/logos/16/2123.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2123.png""]",null,"{""capacity"":""3500"",""city"":""Chadron"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""5880"",""latitude"":""42.8309807"",""longitude"":""-103.0003729"",""name"":""Elliott Field at Don Beebe Stadium"",""state"":""NE"",""timezone"":null,""zip"":""69337""}"
411,Chapman,Panthers,CHAP,"[""CHAP"",""Chapman""]",So. Cal.,null,iii,#ab1d38,#000000,"[""https://cdn.collegefootballdata.com/logos/500/411.png"",""https://cdn.collegefootballdata.com/logos-dark/500/411.png"",""https://cdn.collegefootballdata.com/logos/256/411.png"",""https://cdn.collegefootballdata.com/logos-dark/256/411.png"",""https://cdn.collegefootballdata.com/logos/128/411.png"",""https://cdn.collegefootballdata.com/logos-dark/128/411.png"",""https://cdn.collegefootballdata.com/logos/96/411.png"",""https://cdn.collegefootballdata.com/logos-dark/96/411.png"",""https://cdn.collegefootballdata.com/logos/64/411.png"",""https://cdn.collegefootballdata.com/logos-dark/64/411.png"",""https://cdn.collegefootballdata.com/logos/48/411.png"",""https://cdn.collegefootballdata.com/logos-dark/48/411.png"",""https://cdn.collegefootballdata.com/logos/32/411.png"",""https://cdn.collegefootballdata.com/logos-dark/32/411.png"",""https://cdn.collegefootballdata.com/logos/16/411.png"",""https://cdn.collegefootballdata.com/logos-dark/16/411.png""]",null,"{""capacity"":""2000"",""city"":""Orange"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""5819"",""latitude"":""33.7500378"",""longitude"":""-117.8704931"",""name"":""Ernie Chapman Stadium"",""state"":""CA"",""timezone"":null,""zip"":""92866""}"
2127,Charleston Southern,Buccaneers,CHSO,"[""CHSO"",""Charleston So""]",OVC-Big South,null,fcs,#2e3192,#ded090,"[""https://cdn.collegefootballdata.com/logos/500/2127.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2127.png"",""https://cdn.collegefootballdata.com/logos/256/2127.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2127.png"",""https://cdn.collegefootballdata.com/logos/128/2127.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2127.png"",""https://cdn.collegefootballdata.com/logos/96/2127.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2127.png"",""https://cdn.collegefootballdata.com/logos/64/2127.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2127.png"",""https://cdn.collegefootballdata.com/logos/48/2127.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2127.png"",""https://cdn.collegefootballdata.com/logos/32/2127.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2127.png"",""https://cdn.collegefootballdata.com/logos/16/2127.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2127.png""]",@CSUFB,"{""capacity"":""4000"",""city"":""North Charleston"",""constructionYear"":""1970"",""countryCode"":""US"",""dome"":""false"",""elevation"":""12.6744318"",""grass"":""false"",""id"":""3658"",""latitude"":""32.9810239"",""longitude"":""-80.0659664"",""name"":""Buccaneer Field"",""state"":""SC"",""timezone"":""America/New_York"",""zip"":""29406""}"
2128,Charleston (WV),Golden Eagles,UCWV,"[""UCWV"",""Charleston WV""]",Mountain East,null,ii,#000000,#null,"[""https://cdn.collegefootballdata.com/logos/500/2128.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2128.png"",""https://cdn.collegefootballdata.com/logos/256/2128.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2128.png"",""https://cdn.collegefootballdata.com/logos/128/2128.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2128.png"",""https://cdn.collegefootballdata.com/logos/96/2128.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2128.png"",""https://cdn.collegefootballdata.com/logos/64/2128.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2128.png"",""https://cdn.collegefootballdata.com/logos/48/2128.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2128.png"",""https://cdn.collegefootballdata.com/logos/32/2128.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2128.png"",""https://cdn.collegefootballdata.com/logos/16/2128.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2128.png""]",null,"{""capacity"":""18500"",""city"":""Charleston"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""5121"",""latitude"":""38.3505995"",""longitude"":""-81.6332812"",""name"":""University of Charleston Stadium"",""state"":""WV"",""timezone"":null,""zip"":""25314""}"
2429,Charlotte,49ers,CLT,"[""CLT"",""Charlotte""]",American Athletic,null,fbs,#005035,#a49665,"[""https://cdn.collegefootballdata.com/logos/500/2429.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2429.png"",""https://cdn.collegefootballdata.com/logos/256/2429.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2429.png"",""https://cdn.collegefootballdata.com/logos/128/2429.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2429.png"",""https://cdn.collegefootballdata.com/logos/96/2429.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2429.png"",""https://cdn.collegefootballdata.com/logos/64/2429.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2429.png"",""https://cdn.collegefootballdata.com/logos/48/2429.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2429.png"",""https://cdn.collegefootballdata.com/logos/32/2429.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2429.png"",""https://cdn.collegefootballdata.com/logos/16/2429.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2429.png""]",@CharlotteFTBL,"{""capacity"":""15300"",""city"":""Charlotte"",""constructionYear"":""2013"",""countryCode"":""US"",""dome"":""false"",""elevation"":""190.365509"",""grass"":""false"",""id"":""4418"",""latitude"":""35.3105033"",""longitude"":""-80.7401194"",""name"":""Jerry Richardson Stadium"",""state"":""NC"",""timezone"":""America/New_York"",""zip"":""28223""}"
236,Chattanooga,Mocs,UTC,"[""UTC"",""Chattanooga""]",Southern,null,fcs,#00386b,#dca71d,"[""https://cdn.collegefootballdata.com/logos/500/236.png"",""https://cdn.collegefootballdata.com/logos-dark/500/236.png"",""https://cdn.collegefootballdata.com/logos/256/236.png"",""https://cdn.collegefootballdata.com/logos-dark/256/236.png"",""https://cdn.collegefootballdata.com/logos/128/236.png"",""https://cdn.collegefootballdata.com/logos-dark/128/236.png"",""https://cdn.collegefootballdata.com/logos/96/236.png"",""https://cdn.collegefootballdata.com/logos-dark/96/236.png"",""https://cdn.collegefootballdata.com/logos/64/236.png"",""https://cdn.collegefootballdata.com/logos-dark/64/236.png"",""https://cdn.collegefootballdata.com/logos/48/236.png"",""https://cdn.collegefootballdata.com/logos-dark/48/236.png"",""https://cdn.collegefootballdata.com/logos/32/236.png"",""https://cdn.collegefootballdata.com/logos-dark/32/236.png"",""https://cdn.collegefootballdata.com/logos/16/236.png"",""https://cdn.collegefootballdata.com/logos-dark/16/236.png""]",@GoMocsFB,"{""capacity"":""20668"",""city"":""Chattanooga"",""constructionYear"":""1997"",""countryCode"":""US"",""dome"":""false"",""elevation"":""200.1825104"",""grass"":""false"",""id"":""3720"",""latitude"":""35.0363792"",""longitude"":""-85.3158835"",""name"":""Finley Stadium"",""state"":""TN"",""timezone"":""America/New_York"",""zip"":""37403""}"
2129,Cheyney,Wolves,CHE,"[""CHE"",""Cheyney""]",Pennsylvania State Athletic,null,ii,#000000,#null,[],null,"{""capacity"":null,""city"":null,""constructionYear"":null,""countryCode"":null,""dome"":null,""elevation"":null,""grass"":null,""id"":null,""latitude"":null,""longitude"":null,""name"":null,""state"":null,""timezone"":null,""zip"":null}"
80,Chicago,Maroons,CHI,"[""CHI"",""Chicago""]",Midwest,null,iii,#000000,#null,"[""https://cdn.collegefootballdata.com/logos/500/80.png"",""https://cdn.collegefootballdata.com/logos-dark/500/80.png"",""https://cdn.collegefootballdata.com/logos/256/80.png"",""https://cdn.collegefootballdata.com/logos-dark/256/80.png"",""https://cdn.collegefootballdata.com/logos/128/80.png"",""https://cdn.collegefootballdata.com/logos-dark/128/80.png"",""https://cdn.collegefootballdata.com/logos/96/80.png"",""https://cdn.collegefootballdata.com/logos-dark/96/80.png"",""https://cdn.collegefootballdata.com/logos/64/80.png"",""https://cdn.collegefootballdata.com/logos-dark/64/80.png"",""https://cdn.collegefootballdata.com/logos/48/80.png"",""https://cdn.collegefootballdata.com/logos-dark/48/80.png"",""https://cdn.collegefootballdata.com/logos/32/80.png"",""https://cdn.collegefootballdata.com/logos-dark/32/80.png"",""https://cdn.collegefootballdata.com/logos/16/80.png"",""https://cdn.collegefootballdata.com/logos-dark/16/80.png""]",null,"{""capacity"":""3500"",""city"":""Chicago"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""5820"",""latitude"":""41.8755616"",""longitude"":""-87.6244212"",""name"":""Amos Alonzo Stagg Field"",""state"":""IL"",""timezone"":null,""zip"":""60022""}"
2804,Chowan,Hawks,CWAN,"[""CWAN"",""Chowan""]",Carolinas,null,ii,#000000,#null,"[""https://cdn.collegefootballdata.com/logos/500/2804.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2804.png"",""https://cdn.collegefootballdata.com/logos/256/2804.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2804.png"",""https://cdn.collegefootballdata.com/logos/128/2804.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2804.png"",""https://cdn.collegefootballdata.com/logos/96/2804.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2804.png"",""https://cdn.collegefootballdata.com/logos/64/2804.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2804.png"",""https://cdn.collegefootballdata.com/logos/48/2804.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2804.png"",""https://cdn.collegefootballdata.com/logos/32/2804.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2804.png"",""https://cdn.collegefootballdata.com/logos/16/2804.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2804.png""]",null,"{""capacity"":""5000"",""city"":""Murfreesboro"",""constructionYear"":""2007"",""countryCode"":""US"",""dome"":""false"",""elevation"":""18.69116974"",""grass"":null,""id"":""5220"",""latitude"":""36.434053"",""longitude"":""-77.098431"",""name"":""Garrison Stadium"",""state"":""NC"",""timezone"":null,""zip"":null}"
3112,Christopher Newport,Captains,CNU,"[""CNU"",""Chris Newport""]",New Jersey,null,iii,#000000,#null,"[""https://cdn.collegefootballdata.com/logos/500/3112.png"",""https://cdn.collegefootballdata.com/logos-dark/500/3112.png"",""https://cdn.collegefootballdata.com/logos/256/3112.png"",""https://cdn.collegefootballdata.com/logos-dark/256/3112.png"",""https://cdn.collegefootballdata.com/logos/128/3112.png"",""https://cdn.collegefootballdata.com/logos-dark/128/3112.png"",""https://cdn.collegefootballdata.com/logos/96/3112.png"",""https://cdn.collegefootballdata.com/logos-dark/96/3112.png"",""https://cdn.collegefootballdata.com/logos/64/3112.png"",""https://cdn.collegefootballdata.com/logos-dark/64/3112.png"",""https://cdn.collegefootballdata.com/logos/48/3112.png"",""https://cdn.collegefootballdata.com/logos-dark/48/3112.png"",""https://cdn.collegefootballdata.com/logos/32/3112.png"",""https://cdn.collegefootballdata.com/logos-dark/32/3112.png"",""https://cdn.collegefootballdata.com/logos/16/3112.png"",""https://cdn.collegefootballdata.com/logos-dark/16/3112.png""]",null,"{""capacity"":""4200"",""city"":""Newport News"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""3879"",""latitude"":""36.9775016"",""longitude"":""-76.42977"",""name"":""TowneBank Stadium"",""state"":""VA"",""timezone"":null,""zip"":""23607""}"
